customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,tenure_bucket,service_count,avg_monthly_spend
C2202-1352,Male,0,Yes,No,13,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.16,1273.21,No,13-24 months,2,97.93923076923078
C2203-4024,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.64,560.11,No,13-24 months,1,28.0055
C2204-5089,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.21,781.92,No,13-24 months,2,35.54181818181818
C2205-8176,Male,0,Yes,Yes,72,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,56.91,4104.97,No,49-72 months,3,57.01347222222223
C2206-2208,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,One year,Yes,Mailed check,91.54,2491.28,Yes,25-48 months,3,92.26962962962963
C2207-8551,Male,0,No,No,36,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),75.39,2689.93,No,25-48 months,1,74.72027777777777
C2208-3110,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),96.56,2339.15,No,13-24 months,3,97.46458333333334
C2209-2244,Female,0,Yes,No,30,No,No phone service,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,86.97,2609.13,No,25-48 months,3,86.971
C2210-7298,Male,0,Yes,No,36,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Electronic check,123.53,4452.48,No,25-48 months,5,123.67999999999999
C2211-7968,Male,0,No,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),49.69,2966.04,No,49-72 months,1,49.434
C2212-6443,Female,0,Yes,Yes,59,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Electronic check,70.42,4119.16,No,49-72 months,2,69.81627118644067
C2213-2041,Female,0,Yes,No,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.25,115.74,No,0-12 months,0,19.29
C2214-2037,Female,1,Yes,No,13,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card (automatic),106.61,1366.9,No,13-24 months,5,105.14615384615385
C2215-4510,Female,0,No,No,20,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,65.24,1276.86,Yes,13-24 months,3,63.842999999999996
C2216-5054,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.91,2552.84,No,49-72 months,1,45.58642857142858
C2217-9986,Female,1,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,37.21,1242.96,No,25-48 months,1,37.665454545454544
C2218-3577,Female,0,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,42.42,952.62,No,13-24 months,1,43.300909090909094
C2219-2733,Female,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,40.99,352.28,No,0-12 months,1,44.035
C2220-9512,Female,1,No,No,48,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,86.19,4158.29,Yes,25-48 months,5,86.63104166666666
C2221-2385,Male,0,Yes,No,62,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),85.83,5307.78,No,49-72 months,5,85.60935483870968
C2222-1237,Female,0,No,No,11,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),76.85,826.92,No,0-12 months,2,75.17454545454545
C2223-4804,Male,0,No,Yes,4,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),74.64,310.02,No,0-12 months,2,77.505
C2224-4609,Female,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,46.26,1164.78,No,25-48 months,1,46.5912
C2225-6576,Male,1,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,110.64,2891.16,No,25-48 months,5,111.19846153846153
C2226-8898,Male,1,No,No,72,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),78.47,5662.42,No,49-72 months,4,78.64472222222223
C2227-9395,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,111.05,1666.61,No,13-24 months,4,111.10733333333333
C2228-3606,Female,0,Yes,No,13,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),105.68,1392.22,Yes,13-24 months,2,107.09384615384616
C2229-9826,Male,1,No,No,12,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,120.67,1450.41,No,0-12 months,4,120.8675
C2230-6693,Female,0,No,No,8,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,37.59,322.36,Yes,0-12 months,2,40.295
C2231-1626,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.33,2340.54,No,13-24 months,3,101.76260869565218
C2232-9445,Male,0,Yes,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,119.23,5934.34,No,49-72 months,4,118.6868
C2233-2241,Female,1,Yes,No,52,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),91.43,4751.32,No,49-72 months,4,91.37153846153845
C2234-6296,Female,0,No,Yes,9,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),111.58,1001.76,No,0-12 months,6,111.30666666666667
C2235-8115,Male,0,No,No,57,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,117.12,6668.72,Yes,49-72 months,4,116.99508771929825
C2236-3244,Female,1,Yes,No,27,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),82.78,2214.55,No,25-48 months,3,82.02037037037037
C2237-3435,Male,1,No,No,46,Yes,No,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,88.65,4074.21,No,25-48 months,4,88.56978260869565
C2238-5285,Female,1,Yes,Yes,60,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Credit card (automatic),91.49,5472.84,No,49-72 months,1,91.214
C2239-8962,Female,0,No,No,16,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),107.05,1697.43,No,13-24 months,6,106.089375
C2240-3012,Female,0,No,Yes,27,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.37,1211.21,No,25-48 months,2,44.85962962962963
C2241-6970,Female,0,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.52,2113.06,No,13-24 months,2,96.04818181818182
C2242-5072,Female,0,Yes,No,29,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),85.92,2487.62,No,25-48 months,4,85.78
C2243-2006,Female,1,Yes,Yes,21,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Mailed check,117.11,2467.61,No,13-24 months,5,117.5052380952381
C2244-7397,Female,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),49.04,1550.8,No,25-48 months,1,48.4625
C2245-8491,Female,0,No,No,1,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,84.76,105.88,Yes,0-12 months,2,105.88
C2246-6180,Female,0,No,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),30.59,475.26,No,13-24 months,1,29.70375
C2247-2587,Male,0,No,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,39.94,957.84,No,13-24 months,1,39.910000000000004
C2248-2401,Male,1,No,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,43.03,1794.72,No,25-48 months,2,42.73142857142857
C2249-4811,Male,0,Yes,Yes,1,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.96,79.77,No,0-12 months,4,79.77
C2250-5557,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,107.62,6448.41,Yes,49-72 months,3,107.4735
C2251-5969,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),83.0,2228.82,No,25-48 months,3,82.5488888888889
C2252-3192,Female,0,No,Yes,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.65,1994.38,No,49-72 months,2,35.61392857142857
C2253-5506,Male,0,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),39.8,1398.09,No,25-48 months,1,39.94542857142857
C2254-3655,Female,1,No,No,72,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.97,5071.34,No,49-72 months,3,70.43527777777778
C2255-7174,Male,0,No,No,37,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),93.36,3459.87,No,25-48 months,3,93.50999999999999
C2256-8167,Female,0,Yes,Yes,4,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,57.41,231.98,Yes,0-12 months,2,57.995
C2257-6873,Female,0,Yes,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),42.34,1816.77,No,25-48 months,1,42.25046511627907
C2258-1011,Male,0,No,No,29,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,95.05,2732.16,No,25-48 months,5,94.21241379310344
C2259-9927,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Mailed check,98.8,1487.55,No,13-24 months,3,99.17
C2260-1213,Male,0,Yes,No,30,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,102.38,3059.75,Yes,25-48 months,3,101.99166666666666
C2261-9993,Female,0,No,No,38,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),78.34,2977.2,No,25-48 months,3,78.34736842105262
C2262-1285,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,40.81,1299.34,No,25-48 months,2,40.604375
C2263-5647,Male,1,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,87.02,475.22,Yes,0-12 months,3,79.20333333333333
C2264-1953,Female,1,Yes,Yes,72,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),102.51,7375.63,No,49-72 months,3,102.43930555555556
C2265-1856,Male,0,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,92.7,4443.02,No,25-48 months,6,92.56291666666668
C2266-7149,Female,0,Yes,No,26,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,98.14,2562.76,No,25-48 months,4,98.56769230769231
C2267-7549,Male,0,No,No,20,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,74.35,1501.73,No,13-24 months,4,75.0865
C2268-2064,Male,0,No,No,72,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,No,Credit card (automatic),92.7,6682.99,No,49-72 months,4,92.81930555555556
C2269-9789,Female,0,Yes,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,90.1,2875.45,Yes,25-48 months,2,89.8578125
C2270-3883,Male,0,No,No,6,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,94.24,573.3,No,0-12 months,4,95.55
C2271-3864,Female,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),33.54,2407.47,No,49-72 months,1,33.437083333333334
C2272-3672,Female,1,No,No,17,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,92.19,1569.21,Yes,13-24 months,4,92.3064705882353
C2273-5150,Male,1,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,115.83,715.27,No,0-12 months,5,119.21166666666666
C2274-2600,Male,0,Yes,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.16,777.76,Yes,25-48 months,1,24.305
C2275-4822,Female,0,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.82,564.85,No,13-24 months,1,40.346428571428575
C2276-2889,Female,0,No,No,23,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),118.83,2749.85,No,13-24 months,4,119.55869565217391
C2277-1462,Female,0,Yes,No,36,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,88.35,3165.75,No,25-48 months,4,87.9375
C2278-4318,Male,0,Yes,Yes,0,No,No phone service,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),98.27,0.0,No,0-12 months,3,98.27
C2279-7049,Male,0,Yes,No,29,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,118.18,3420.64,Yes,25-48 months,5,117.95310344827585
C2280-7867,Male,0,Yes,No,62,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,118.93,7369.18,No,49-72 months,4,118.85774193548387
C2281-4179,Female,0,No,No,7,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,91.24,643.89,No,0-12 months,3,91.98428571428572
C2282-3913,Female,0,Yes,No,50,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.25,894.09,No,49-72 months,0,17.881800000000002
C2283-8086,Female,0,Yes,No,28,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,88.32,2466.45,No,25-48 months,4,88.08749999999999
C2284-7130,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.76,1861.87,No,25-48 months,1,46.546749999999996
C2285-8488,Female,0,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),32.32,578.16,No,13-24 months,1,32.12
C2286-9154,Male,0,No,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.07,1207.43,No,25-48 months,1,38.94935483870968
C2287-8390,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.69,6448.47,No,49-72 months,4,89.56208333333333
C2288-9427,Female,0,No,No,40,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,107.71,4289.27,Yes,25-48 months,4,107.23175
C2289-4749,Male,0,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),34.45,295.41,No,0-12 months,1,36.92625
C2290-4551,Male,0,Yes,No,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),120.63,7002.52,No,49-72 months,5,120.73310344827587
C2291-3893,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,108.38,2628.32,No,13-24 months,4,109.51333333333334
C2292-3116,Female,0,Yes,Yes,2,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),107.81,202.15,Yes,0-12 months,6,101.075
C2293-7738,Female,0,Yes,No,12,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,93.19,1118.48,No,0-12 months,3,93.20666666666666
C2294-7429,Male,0,No,No,9,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),97.78,883.29,Yes,0-12 months,3,98.14333333333333
C2295-8211,Male,0,Yes,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,59.72,1384.3,No,13-24 months,2,60.18695652173913
C2296-2506,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,129.28,7647.27,Yes,49-72 months,5,129.61474576271186
C2297-5420,Male,0,Yes,Yes,48,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,92.23,4416.0,No,25-48 months,5,92.0
C2298-2997,Female,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.27,1104.97,Yes,13-24 months,1,78.92642857142857
C2299-9036,Female,0,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.76,2004.2,No,25-48 months,2,54.167567567567566
C2300-3406,Female,0,Yes,Yes,16,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),111.57,1778.01,Yes,13-24 months,5,111.125625
C2301-2295,Male,0,Yes,No,20,No,No phone service,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),61.58,1293.25,No,13-24 months,4,64.6625
C2302-6128,Female,0,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,53.41,1807.26,No,25-48 months,2,53.15470588235294
C2303-8910,Male,0,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,97.42,674.78,No,0-12 months,5,96.39714285714285
C2304-9240,Female,0,No,No,22,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,109.76,2435.73,No,13-24 months,5,110.715
C2305-1864,Female,0,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),45.85,1022.83,No,13-24 months,1,46.49227272727273
C2306-3932,Male,0,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),29.86,376.47,Yes,13-24 months,1,28.95923076923077
C2307-2381,Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Mailed check,97.82,3625.16,Yes,25-48 months,6,97.9772972972973
C2308-3770,Female,0,Yes,Yes,37,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,36.12,1364.6,No,25-48 months,1,36.88108108108108
C2309-5804,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),36.7,400.82,Yes,0-12 months,2,40.082
C2310-3524,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.59,278.11,Yes,0-12 months,1,39.730000000000004
C2311-1607,Female,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,78.54,1948.75,No,25-48 months,1,77.95
C2312-5589,Female,0,No,No,11,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Electronic check,105.24,1157.13,No,0-12 months,4,105.19363636363637
C2313-1475,Male,1,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,113.66,2041.36,No,13-24 months,3,113.40888888888888
C2314-3040,Female,0,No,No,0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),101.42,0.0,Yes,0-12 months,2,101.42
C2315-1004,Male,0,Yes,Yes,22,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,128.26,2805.62,Yes,13-24 months,6,127.5281818181818
C2316-1781,Male,0,No,No,19,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,110.05,2072.81,No,13-24 months,3,109.09526315789473
C2317-4926,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),113.86,776.93,Yes,0-12 months,3,110.99
C2318-8655,Male,0,No,No,46,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,95.5,4368.49,Yes,25-48 months,4,94.96717391304347
C2319-7970,Male,0,Yes,No,18,Yes,No,DSL,No,No,No,No,Yes,Yes,Two year,No,Electronic check,81.38,1464.41,No,13-24 months,3,81.35611111111112
C2320-1889,Female,0,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),30.13,802.78,Yes,25-48 months,1,29.732592592592592
C2321-1313,Female,0,Yes,No,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),40.4,1749.26,No,25-48 months,2,39.75590909090909
C2322-4042,Male,0,No,No,39,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),100.05,3887.7,No,25-48 months,4,99.68461538461538
C2323-6869,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),140.08,703.34,No,0-12 months,6,140.668
C2324-7719,Male,0,Yes,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.9,872.84,No,25-48 months,2,31.172857142857143
C2325-8407,Male,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,110.35,1308.06,No,0-12 months,4,109.005
C2326-4079,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,122.67,6846.94,Yes,49-72 months,4,122.2667857142857
C2327-2511,Female,1,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,79.42,5738.18,No,49-72 months,3,79.69694444444445
C2328-1237,Female,0,No,No,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.25,1120.57,No,49-72 months,1,18.073709677419355
C2329-2321,Female,0,No,No,45,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,96.83,4389.24,No,25-48 months,3,97.53866666666666
C2330-1586,Female,1,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),53.97,1297.97,No,13-24 months,1,54.08208333333334
C2331-8746,Female,0,No,No,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),86.64,4124.53,No,25-48 months,2,85.92770833333333
C2332-3415,Female,0,Yes,No,3,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),117.78,339.63,Yes,0-12 months,4,113.21
C2333-8407,Female,1,Yes,Yes,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),104.74,1464.65,No,13-24 months,3,104.61785714285715
C2334-5977,Male,0,No,No,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,90.98,3468.3,No,25-48 months,3,91.27105263157895
C2335-5849,Male,0,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,46.41,953.42,No,13-24 months,1,45.400952380952376
C2336-5092,Male,0,No,No,8,No,No phone service,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),40.89,323.6,No,0-12 months,0,40.45
C2337-8371,Female,0,No,No,37,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,94.68,3487.74,Yes,25-48 months,5,94.26324324324324
C2338-1390,Female,0,No,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,43.73,3072.19,No,49-72 months,1,43.88842857142857
C2339-1834,Male,0,Yes,No,66,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),76.24,5008.87,No,49-72 months,2,75.8919696969697
C2340-4810,Female,1,Yes,No,14,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.62,1380.04,No,13-24 months,5,98.57428571428571
C2341-4549,Female,0,Yes,Yes,72,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),42.72,3067.81,No,49-72 months,1,42.60847222222222
C2342-5909,Male,0,Yes,Yes,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),88.12,1500.46,Yes,13-24 months,4,88.26235294117647
C2343-7639,Male,1,Yes,No,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,32.03,921.99,No,25-48 months,1,31.792758620689657
C2344-6287,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Mailed check,117.08,6301.53,No,49-72 months,4,116.695
C2345-3316,Female,0,Yes,Yes,27,No,No phone service,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,49.25,1323.54,No,25-48 months,2,49.019999999999996
C2346-3945,Female,0,No,No,11,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),130.08,1406.95,No,0-12 months,7,127.90454545454546
C2347-7770,Female,0,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,112.25,2113.04,No,13-24 months,4,111.21263157894737
